"Scaffold"	"QTL1_ID"	"QTL2_ID"	"Linkage_Group"	"Midpoint"	"Marker"	"marker_genetic_pos"	"Num11"	"Num22"	"X11"	"X22"
"100002"	65	98	15	17.047	"100002_23271440"	17.329	66	221	"LL"	"CC"
"100002"	27	98	15	17.047	"100002_23271440"	17.329	66	221	"LL"	"CC"
"100002"	65	130	15	65.415	"100002_17039200"	68.5835	47	232	"LL"	"CC"
"100002"	27	65	15	17.047	"100002_23271440"	17.329	66	221	"LL"	"CC"
"100002"	27	40	15	19.062	"100002_23196114"	19.1425	65	231	"LL"	"CC"
"100002"	40	98	15	19.062	"100002_23196114"	19.1425	65	231	"LL"	"CC"
"100003"	90	123	8	57.44375	"100003_14235318"	56.373	121	159	"CC"	"LL"
"100003"	90	116	8	57.44375	"100003_14235318"	56.373	121	159	"CC"	"LL"
"100003"	116	123	8	120.54975	"100003_7470786"	119.6155	120	157	"CC"	"LL"
"100003"	123	138	8	39.41025	"100003_15842927"	39.561	133	162	"CC"	"LL"
"100003"	90	138	8	39.41025	"100003_15842927"	39.561	133	162	"CC"	"LL"
"100003"	116	138	8	39.41025	"100003_15842927"	39.561	133	162	"CC"	"LL"
"100004"	16	82	3	59.3965	"100004_11630182"	58.856	236	60	"CC"	"LL"
"100004"	4	43	3	128.37125	"100004_5497596"	128.4955	155	140	"CC"	"LL"
"100004"	82	133	3	50.79925	"100004_12758814"	49.2175	247	39	"CC"	"LL"
"100004"	16	133	3	50.79925	"100004_12762307"	49.2175	247	39	"CC"	"LL"
"100004"	4	112	3	126.37675	"100004_5870755"	125.7805	150	139	"CC"	"LL"
"100004"	16	112	3	130.8535	"100004_5343360"	130.8225	150	141	"CC"	"LL"
"100004"	4	16	3	126.37675	"100004_5856833"	125.7805	150	139	"CC"	"LL"
"100004"	112	133	3	52.56425	"100004_12435272"	53.279	247	39	"CC"	"LL"
"100004"	43	112	3	138.065	"100004_4426988"	137.4375	145	145	"CC"	"LL"
"100004"	82	112	3	64.0485	"100004_11232994"	64.0185	227	66	"CC"	"LL"
"100004"	16	43	3	138.065	"100004_4426999"	137.4375	145	145	"CC"	"LL"
"100005"	54	97	14	135.63075	"100005_10882387"	136.164	186	111	"LL"	"CC"
"100005"	79	129	14	142.11175	"100005_11311246"	141.24	177	112	"LL"	"CC"
"100005"	39	54	14	136.55725	"100005_10931548"	136.49	186	113	"LL"	"CC"
"100005"	54	129	14	141.49525	"100005_11341077"	141.24	181	115	"LL"	"CC"
"100005"	79	97	14	139.7265	"100005_11234583"	139.85	183	114	"LL"	"CC"
"100005"	108	146	14	174.47175	"100005_13973070"	173.683	165	127	"LL"	"CC"
"100005"	54	79	14	139.11	"100005_11172801"	138.9475	185	113	"LL"	"CC"
"100005"	108	129	14	174.47175	"100005_13973070"	173.683	165	127	"LL"	"CC"
"100005"	64	97	14	171.34075	"100005_13886129"	171.7945	172	126	"LL"	"CC"
"100005"	39	79	14	138.70225	"100005_11172801"	138.9475	186	113	"LL"	"CC"
"100005"	64	108	14	174.47175	"100005_13972962"	173.683	165	127	"LL"	"CC"
"100005"	39	129	14	141.0875	"100005_11311246"	141.24	180	115	"LL"	"CC"
"100005"	39	97	14	136.55725	"100005_10931548"	136.49	186	113	"LL"	"CC"
"100005"	97	146	14	168.304	"100005_13542164"	168.248	173	123	"LL"	"CC"
"100005"	97	129	14	160.97975	"100005_13029737"	160.9775	174	120	"LL"	"CC"
"100005"	97	108	14	173.238	"100005_13973070"	173.683	168	128	"LL"	"CC"
"100005"	13	97	14	88.271	"100005_5192408"	87.387	166	110	"LL"	"CC"
"100005"	129	146	14	169.53775	"100005_13781972"	170.2305	173	123	"LL"	"CC"
"100005"	64	146	14	172.5745	"100005_13923103"	172.2835	172	129	"LL"	"CC"
"100005"	64	129	14	172.5745	"100005_13923103"	172.2835	172	129	"LL"	"CC"
"100006"	42	103	2	35.02275	"100006_4147149"	34.736	154	140	"CC"	"LL"
"100006"	3	103	2	46.95525	"100006_5224918"	46.7295	155	140	"CC"	"LL"
"100006"	42	68	2	29.58575	"100006_3565039"	29.667	151	142	"CC"	"LL"
"100006"	68	103	2	35.02275	"100006_4147149"	34.736	154	140	"CC"	"LL"
"100006"	3	68	2	46.95525	"100006_5224918"	46.7295	155	140	"CC"	"LL"
"100006"	3	42	2	46.95525	"100006_5224918"	46.7295	155	140	"CC"	"LL"
"100006"	81	103	2	81.909	"100006_8177277"	82.3885	156	132	"CC"	"LL"
"100007"	62	140	11	103.206	"100007_5609130"	102.8845	139	153	"CC"	"LL"
"100007"	11	140	11	121.40225	"100007_8201215"	121.836	140	146	"CC"	"LL"
"100007"	11	105	11	107.92475	"100007_6770120"	107.878	141	153	"CC"	"LL"
"100007"	11	62	11	121.40225	"100007_8201215"	121.836	140	146	"CC"	"LL"
"100007"	105	140	11	67.0605	"100007_981072"	66.1245	90	178	"CC"	"LL"
"100008"	94	126	10	54.26625	"100008_8006305"	55.0945	170	106	"CC"	"LL"
"100009"	63	141	12	149.278	"100009_9211637"	149.1855	153	141	"LL"	"CC"
"100009"	63	110	12	139.196	"100009_8480382"	141.3395	154	126	"LL"	"CC"
"100009"	100	110	12	124.6095	"100009_7278532"	124.2835	170	123	"LL"	"CC"
"100009"	24	100	12	145.94775	"100009_9039128"	146.118	157	136	"LL"	"CC"
"100009"	100	106	12	120.93125	"100009_6971761"	120.747	169	126	"LL"	"CC"
"100009"	110	141	12	145.14	"100009_8952304"	144.8855	155	136	"LL"	"CC"
"100009"	106	110	12	120.93125	"100009_6971761"	120.747	169	126	"LL"	"CC"
"100009"	24	106	12	138.1315	"100009_7831581"	134.9235	154	126	"LL"	"CC"
"100009"	24	110	12	141.80975	"100009_8508587"	141.584	160	133	"LL"	"CC"
"100009"	24	63	12	145.94775	"100009_9039128"	146.118	157	136	"LL"	"CC"
"100009"	63	106	12	135.51775	"100009_7831611"	134.9235	155	127	"LL"	"CC"
"100009"	63	100	12	143.334	"100009_8698611"	143.8265	160	133	"LL"	"CC"
"100009"	24	141	12	163.3105	"100009_10437054"	163.25	153	140	"LL"	"CC"
"100009"	100	141	12	149.278	"100009_9211637"	149.1855	153	141	"LL"	"CC"
"100010"	36	51	9	36.413	"100010_10417482"	38.0725	139	143	"CC"	"LL"
"100010"	36	92	9	29.055	"100010_10809775"	29.312	140	148	"CC"	"LL"
"100010"	61	92	9	29.055	"100010_10809861"	29.312	140	148	"CC"	"LL"
"100010"	51	92	9	27.24675	"100010_10866367"	27.4935	142	149	"CC"	"LL"
"100010"	36	61	9	35.5555	"100010_10417510"	38.0725	139	143	"CC"	"LL"
"100010"	51	61	9	35.5555	"100010_10417510"	38.0725	139	143	"CC"	"LL"
"100012"	114	121	5	35.1905	"100012_3659525"	34.291	157	130	"CC"	"LL"
"100012"	71	135	5	63.0025	"100012_6151353"	63.023	164	126	"CC"	"LL"
"100012"	46	58	5	82.983	"100012_8511699"	87.199	149	119	"CC"	"LL"
"100012"	58	135	5	55.79875	"100012_5637165"	55.771	172	124	"CC"	"LL"
"100012"	31	135	5	60.8265	"100012_6057755"	60.782	165	129	"CC"	"LL"
"100012"	58	121	5	35.1905	"100012_3659525"	34.291	157	130	"CC"	"LL"
"100012"	46	121	5	63.53575	"100012_6151460"	63.1045	164	126	"CC"	"LL"
"100012"	71	114	5	64.7245	"100012_6373742"	66.2895	158	126	"CC"	"LL"
"100012"	46	114	5	65.25775	"100012_6373742"	66.2895	158	126	"CC"	"LL"
"100012"	114	135	5	55.79875	"100012_5637165"	55.771	172	124	"CC"	"LL"
"100012"	31	71	5	81.01675	"100012_7385913"	77.6565	150	120	"CC"	"LL"
"100012"	46	71	5	81.55	"100012_7385913"	77.6565	149	119	"CC"	"LL"
"100012"	31	114	5	62.5485	"100012_6151193"	63.023	164	126	"CC"	"LL"
"100012"	46	135	5	63.53575	"100012_6151627"	63.1045	164	126	"CC"	"LL"
"100012"	58	71	5	81.01675	"100012_7385913"	77.6565	150	120	"CC"	"LL"
"100012"	31	58	5	79.25125	"100012_7385913"	77.6565	152	123	"CC"	"LL"
"100012"	31	121	5	60.8265	"100012_6057751"	60.782	165	129	"CC"	"LL"
"100012"	58	114	5	36.0535	"100012_3750549"	37.741	158	130	"CC"	"LL"
"100012"	71	121	5	63.0025	"100012_6151289"	63.023	164	126	"CC"	"LL"
"100012"	31	46	5	81.9605	"100012_7385913"	77.6565	149	119	"CC"	"LL"
"100012"	121	135	5	55.79875	"100012_5637165"	55.771	172	124	"CC"	"LL"
"100013"	1	14	1	66.28875	"100013_5633757"	66.646	152	147	"CC"	"LL"
"100013"	55	102	1	98.2195	"100013_2302365"	99.072	147	152	"CC"	"LL"
"100013"	1	111	1	67.7245	"100013_5556169"	67.543	154	144	"CC"	"LL"
"100013"	102	131	1	97.48625	"100013_2460683"	97.1695	150	155	"CC"	"LL"
"100013"	102	111	1	111.3615	"100013_1161489"	111.244	146	146	"CC"	"LL"
"100013"	14	131	1	66.28875	"100013_5630500"	66.646	152	147	"CC"	"LL"
"100013"	1	131	1	67.7245	"100013_5556169"	67.543	154	144	"CC"	"LL"
"100013"	14	102	1	63.9075	"100013_6097406"	62.5455	148	143	"CC"	"LL"
"100013"	1	102	1	67.7245	"100013_5556169"	67.543	154	144	"CC"	"LL"
"100013"	55	111	1	98.2195	"100013_2342070"	99.072	147	152	"CC"	"LL"
"100013"	55	131	1	98.2195	"100013_2342070"	99.072	147	152	"CC"	"LL"
"100013"	14	55	1	69.363	"100013_5396298"	70.901	152	140	"CC"	"LL"
"100013"	1	55	1	70.79875	"100013_5396298"	70.901	156	144	"CC"	"LL"
"100013"	111	131	1	97.48625	"100013_2460683"	97.1695	150	155	"CC"	"LL"
"100013"	14	111	1	63.9075	"100013_6097227"	62.5455	148	143	"CC"	"LL"
"100013"	66	111	1	16.74525	"100013_10780287"	16.325	161	119	"CC"	"LL"
"100013"	66	102	1	12.24	"100013_11234257"	12.2055	161	124	"CC"	"LL"
"100014"	41	132	1	211.314	"100014_7276238"	212.0845	146	147	"CC"	"LL"
"100014"	15	132	1	234.185	"100014_9173761"	234.3695	156	142	"CC"	"LL"
"100014"	41	111	1	204.865	"100014_6820348"	202.955	139	149	"CC"	"LL"
"100014"	102	132	1	211.393	"100014_7276238"	212.0845	146	147	"CC"	"LL"
"100014"	80	99	1	222.9785	"100014_8139425"	223.182	150	149	"CC"	"LL"
"100014"	2	15	1	229.41975	"100014_8703953"	229.6615	154	144	"CC"	"LL"
"100014"	67	109	1	220.181	"100014_7657092"	217.9385	148	142	"CC"	"LL"
"100014"	28	41	1	211.314	"100014_7276238"	212.0845	146	147	"CC"	"LL"
"100014"	2	56	1	205.3295	"100014_6820336"	202.955	139	149	"CC"	"LL"
"100014"	41	67	1	213.96875	"100014_7460428"	214.2415	151	143	"CC"	"LL"
"100014"	80	132	1	221.45075	"100014_8057288"	222.5285	146	141	"CC"	"LL"
"100014"	28	102	1	210.74125	"100014_7194412"	210.09	146	147	"CC"	"LL"
"100014"	56	80	1	208.02325	"100014_7159656"	208.5345	142	149	"CC"	"LL"
"100014"	2	67	1	217.2605	"100014_7594227"	217.203	152	144	"CC"	"LL"
"100014"	56	111	1	204.251	"100014_6820336"	202.955	140	150	"CC"	"LL"
"100014"	41	56	1	205.9435	"100014_7159656"	208.5345	140	148	"CC"	"LL"
"100014"	99	111	1	181.3665	"100014_4636568"	181.6895	140	158	"CC"	"LL"
"100014"	28	80	1	216.6855	"100014_7594247"	217.203	151	144	"CC"	"LL"
"100014"	2	109	1	213.99175	"100014_7460428"	214.2415	151	143	"CC"	"LL"
"100014"	28	67	1	217.2605	"100014_7594227"	217.203	152	144	"CC"	"LL"
"100014"	2	80	1	216.6855	"100014_7594247"	217.203	151	144	"CC"	"LL"
"100014"	56	99	1	205.3295	"100014_6820336"	202.955	139	149	"CC"	"LL"
"100014"	28	111	1	201.0005	"100014_6599714"	200.824	145	154	"CC"	"LL"
"100014"	28	56	1	205.3295	"100014_6820336"	202.955	139	149	"CC"	"LL"
"100014"	41	109	1	211.314	"100014_7276238"	212.0845	146	147	"CC"	"LL"
"100014"	102	109	1	194.31625	"100014_6049987"	193.618	143	153	"CC"	"LL"
"100014"	2	111	1	204.251	"100014_6820336"	202.955	140	150	"CC"	"LL"
"100014"	99	109	1	194.52025	"100014_6145504"	195.1015	144	153	"CC"	"LL"
"100014"	80	111	1	206.94475	"100014_7159656"	208.5345	140	150	"CC"	"LL"
"100014"	2	99	1	213.99175	"100014_7460428"	214.2415	151	143	"CC"	"LL"
"100014"	109	132	1	210.04075	"100014_7194412"	210.09	147	150	"CC"	"LL"
"100014"	56	67	1	208.59825	"100014_7159656"	208.5345	149	153	"CC"	"LL"
"100014"	2	28	1	213.99175	"100014_7460428"	214.2415	151	143	"CC"	"LL"
"100014"	67	111	1	207.51975	"100014_7159656"	208.5345	142	149	"CC"	"LL"
"100014"	2	132	1	213.99175	"100014_7460428"	214.2415	151	143	"CC"	"LL"
"100014"	28	132	1	210.74125	"100014_7194412"	210.09	146	147	"CC"	"LL"
"100014"	67	80	1	220.181	"100014_7641462"	217.9385	148	142	"CC"	"LL"
"100014"	56	102	1	205.3295	"100014_6820336"	202.955	139	149	"CC"	"LL"
"100014"	2	41	1	211.314	"100014_7276238"	212.0845	146	147	"CC"	"LL"
"100014"	15	28	1	229.41975	"100014_8703953"	229.6615	154	144	"CC"	"LL"
"100014"	15	80	1	235.71275	"100014_9268437"	235.3545	154	140	"CC"	"LL"
"100014"	56	109	1	205.3295	"100014_6820348"	202.955	139	149	"CC"	"LL"
"100014"	56	132	1	205.3295	"100014_6820348"	202.955	139	149	"CC"	"LL"
"100014"	15	109	1	232.83275	"100014_8975082"	232.3825	155	140	"CC"	"LL"
"100014"	109	111	1	181.1625	"100014_4580960"	181.0355	140	157	"CC"	"LL"
"100014"	15	99	1	240.75475	"100014_9662582"	241.0965	154	142	"CC"	"LL"
"100014"	41	99	1	211.314	"100014_7276238"	212.0845	146	147	"CC"	"LL"
"100014"	67	99	1	220.181	"100014_7641462"	217.9385	148	142	"CC"	"LL"
"100014"	41	80	1	213.39375	"100014_7460428"	214.2415	150	143	"CC"	"LL"
"100014"	15	102	1	240.75475	"100014_9662739"	241.0965	154	142	"CC"	"LL"
"100014"	111	132	1	196.887	"100014_6247968"	196.4175	141	153	"CC"	"LL"
"100014"	99	102	1	208.31425	"100014_7159656"	208.5345	149	153	"CC"	"LL"
"100014"	28	99	1	210.74125	"100014_7194128"	210.09	146	147	"CC"	"LL"
"100014"	80	102	1	222.9785	"100014_8139425"	223.182	150	149	"CC"	"LL"
"100014"	41	102	1	211.314	"100014_7276238"	212.0845	146	147	"CC"	"LL"
"100014"	80	109	1	220.0985	"100014_7641462"	217.9385	148	142	"CC"	"LL"
"100014"	15	67	1	232.34025	"100014_8972612"	232.3825	157	142	"CC"	"LL"
"100014"	99	132	1	211.393	"100014_7276238"	212.0845	146	147	"CC"	"LL"
"100014"	2	102	1	213.99175	"100014_7460428"	214.2415	151	143	"CC"	"LL"
"100014"	67	102	1	220.181	"100014_7657092"	217.9385	148	142	"CC"	"LL"
"100014"	67	132	1	220.181	"100014_7641462"	217.9385	148	142	"CC"	"LL"
"100014"	28	109	1	210.74125	"100014_7194136"	210.09	146	147	"CC"	"LL"
"100015"	5	104	4	71.08975	"100015_8828725"	70.198	120	158	"LL"	"CC"
"100015"	5	29	4	55.217	"100015_10739545"	54.904	133	150	"LL"	"CC"
"100015"	44	104	4	54.80725	"100015_10739545"	54.904	134	151	"LL"	"CC"
"100015"	5	57	4	71.08975	"100015_8828725"	70.198	120	158	"LL"	"CC"
"100015"	69	83	4	53.216	"100015_10739319"	54.904	130	147	"LL"	"CC"
"100015"	5	44	4	55.217	"100015_10739545"	54.904	133	150	"LL"	"CC"
"100015"	29	84	4	61.0565	"100015_10067168"	60.303	125	157	"LL"	"CC"
"100015"	5	84	4	63.577	"100015_9627997"	63.1095	125	154	"LL"	"CC"
"100015"	57	69	4	50.58375	"100015_11270567"	51.378	134	152	"LL"	"CC"
"100015"	57	83	4	53.216	"100015_10739545"	54.904	130	147	"LL"	"CC"
"100015"	29	57	4	50.58375	"100015_11270567"	51.378	134	152	"LL"	"CC"
"100015"	69	84	4	61.0565	"100015_10067378"	60.303	125	157	"LL"	"CC"
"100015"	83	104	4	53.216	"100015_10739319"	54.904	130	147	"LL"	"CC"
"100015"	29	104	4	50.58375	"100015_11270567"	51.378	134	152	"LL"	"CC"
"100015"	69	104	4	50.58375	"100015_11270567"	51.378	134	152	"LL"	"CC"
"100015"	44	69	4	54.80725	"100015_10739319"	54.904	134	151	"LL"	"CC"
"100015"	5	83	4	53.216	"100015_10739319"	54.904	130	147	"LL"	"CC"
"100015"	44	84	4	61.0565	"100015_10067168"	60.303	125	157	"LL"	"CC"
"100015"	29	69	4	50.58375	"100015_11270567"	51.378	134	152	"LL"	"CC"
"100015"	5	69	4	55.217	"100015_10739545"	54.904	133	150	"LL"	"CC"
"100015"	84	104	4	63.577	"100015_9627997"	63.1095	125	154	"LL"	"CC"
"100015"	57	84	4	63.577	"100015_9627997"	63.1095	125	154	"LL"	"CC"
"100015"	29	44	4	54.80725	"100015_10739319"	54.904	134	151	"LL"	"CC"
"100015"	29	83	4	53.216	"100015_10739545"	54.904	130	147	"LL"	"CC"
"100015"	44	57	4	54.80725	"100015_10739319"	54.904	134	151	"LL"	"CC"
"100015"	44	83	4	53.216	"100015_10739319"	54.904	130	147	"LL"	"CC"
"100015"	57	104	4	91.14225	"100015_6863025"	91.2485	134	153	"LL"	"CC"
"100016"	76	127	11	28.4785	"100016_7790406"	30.211	83	197	"CC"	"LL"
"100016"	105	127	11	32.157	"100016_7790406"	30.211	81	194	"CC"	"LL"
"100016"	62	127	11	32.157	"100016_7790406"	30.211	81	194	"CC"	"LL"
"100016"	62	76	11	28.4785	"100016_7790406"	30.211	83	197	"CC"	"LL"
"100016"	62	105	11	60.918	"100016_2282615"	60.9525	93	199	"CC"	"LL"
"100016"	76	140	11	28.4785	"100016_7790406"	30.211	83	197	"CC"	"LL"
"100016"	127	140	11	32.157	"100016_7790406"	30.211	81	194	"CC"	"LL"
"100016"	76	105	11	28.4785	"100016_7790406"	30.211	83	197	"CC"	"LL"
"100017"	25	101	13	54.45075	"100017_5245210"	55.066	158	134	"LL"	"CC"
"100017"	12	38	13	64.5665	"100017_6402359"	64.0745	151	134	"LL"	"CC"
"100017"	38	128	13	37.0335	"100017_3428282"	34.8345	146	132	"LL"	"CC"
"100017"	25	53	13	54.45075	"100017_5245210"	55.066	158	134	"LL"	"CC"
"100017"	95	118	13	56.69675	"100017_5289365"	56.467	154	139	"LL"	"CC"
"100017"	95	128	13	56.69675	"100017_5289286"	56.467	154	139	"LL"	"CC"
"100017"	38	107	13	44.6955	"100017_4055053"	44.3355	153	138	"LL"	"CC"
"100017"	53	128	13	53.457	"100017_5018335"	52.3095	159	132	"LL"	"CC"
"100017"	12	128	13	64.5665	"100017_6402359"	64.0745	151	134	"LL"	"CC"
"100017"	25	118	13	54.45075	"100017_5245284"	55.066	158	134	"LL"	"CC"
"100017"	25	77	13	54.45075	"100017_5245210"	55.066	158	134	"LL"	"CC"
"100017"	53	118	13	53.457	"100017_5021331"	52.3095	159	132	"LL"	"CC"
"100017"	12	77	13	64.5665	"100017_6402289"	64.0745	151	134	"LL"	"CC"
"100017"	53	77	13	53.457	"100017_5018335"	52.3095	159	132	"LL"	"CC"
"100017"	12	107	13	64.5665	"100017_6402331"	64.0745	151	134	"LL"	"CC"
"100017"	77	118	13	49.56475	"100017_4685978"	49.238	156	135	"LL"	"CC"
"100017"	25	143	13	54.45075	"100017_5245284"	55.066	158	134	"LL"	"CC"
"100017"	38	118	13	49.56475	"100017_4685978"	49.238	156	135	"LL"	"CC"
"100017"	107	143	13	54.45075	"100017_5245284"	55.066	158	134	"LL"	"CC"
"100017"	25	107	13	54.45075	"100017_5245199"	55.066	158	134	"LL"	"CC"
"100017"	77	142	13	26.31425	"100017_2769147"	26.797	146	140	"LL"	"CC"
"100017"	25	38	13	54.45075	"100017_5245210"	55.066	158	134	"LL"	"CC"
"100017"	101	118	13	55.17025	"100017_5245347"	55.066	159	136	"LL"	"CC"
"100017"	12	53	13	64.5665	"100017_6402387"	64.0745	151	134	"LL"	"CC"
"100017"	25	95	13	56.69675	"100017_5289286"	56.467	154	139	"LL"	"CC"
"100017"	77	128	13	46.92425	"100017_4285295"	46.7895	155	136	"LL"	"CC"
"100017"	101	142	13	24.0855	"100017_2731166"	24.9815	146	140	"LL"	"CC"
"100017"	38	53	13	53.457	"100017_5018335"	52.3095	159	132	"LL"	"CC"
"100017"	95	143	13	56.69675	"100017_5289365"	56.467	154	139	"LL"	"CC"
"100017"	12	143	13	64.5665	"100017_6402289"	64.0745	151	134	"LL"	"CC"
"100017"	128	143	13	56.24225	"100017_5289278"	56.467	154	139	"LL"	"CC"
"100017"	53	107	13	53.457	"100017_5021078"	52.3095	159	132	"LL"	"CC"
"100017"	12	95	13	64.5665	"100017_6402359"	64.0745	151	134	"LL"	"CC"
"100017"	38	143	13	54.45075	"100017_5245347"	55.066	158	134	"LL"	"CC"
"100017"	77	143	13	54.45075	"100017_5245199"	55.066	158	134	"LL"	"CC"
"100017"	12	25	13	64.5665	"100017_6402289"	64.0745	151	134	"LL"	"CC"
"100017"	95	101	13	56.69675	"100017_5289338"	56.467	154	139	"LL"	"CC"
"100017"	118	143	13	56.24225	"100017_5289338"	56.467	154	139	"LL"	"CC"
"100017"	101	107	13	44.6955	"100017_4054971"	44.3355	153	138	"LL"	"CC"
"100017"	107	128	13	44.6955	"100017_4054971"	44.3355	153	138	"LL"	"CC"
"100017"	77	101	13	46.92425	"100017_4285295"	46.7895	155	136	"LL"	"CC"
"100017"	118	128	13	55.17025	"100017_5245347"	55.066	159	136	"LL"	"CC"
"100017"	107	118	13	49.56475	"100017_4685806"	49.238	156	135	"LL"	"CC"
"100017"	38	95	13	56.69675	"100017_5289338"	56.467	154	139	"LL"	"CC"
"100017"	118	142	13	28.95475	"100017_2899955"	29.092	144	143	"LL"	"CC"
"100017"	107	142	13	24.0855	"100017_2731205"	24.9815	146	140	"LL"	"CC"
"100017"	101	128	13	83.66125	"100017_8385603"	85.278	140	144	"LL"	"CC"
"100017"	77	107	13	46.92425	"100017_4285295"	46.7895	155	136	"LL"	"CC"
"100017"	95	107	13	56.69675	"100017_5289278"	56.467	154	139	"LL"	"CC"
"100017"	53	143	13	54.45075	"100017_5245347"	55.066	158	134	"LL"	"CC"
"100017"	128	142	13	21.79175	"100017_2638850"	21.58	142	141	"LL"	"CC"
"100017"	38	142	13	21.79175	"100017_2638915"	21.58	142	141	"LL"	"CC"
"100017"	101	143	13	56.24225	"100017_5289278"	56.467	154	139	"LL"	"CC"
"100017"	53	101	13	53.457	"100017_5021078"	52.3095	159	132	"LL"	"CC"
"100017"	77	95	13	56.69675	"100017_5289365"	56.467	154	139	"LL"	"CC"
"100017"	38	101	13	44.6955	"100017_4055053"	44.3355	153	138	"LL"	"CC"
"100017"	53	95	13	56.69675	"100017_5289278"	56.467	154	139	"LL"	"CC"
"100017"	12	101	13	64.5665	"100017_6402331"	64.0745	151	134	"LL"	"CC"
"100017"	38	77	13	46.92425	"100017_4285295"	46.7895	155	136	"LL"	"CC"
"100017"	25	128	13	54.45075	"100017_5245284"	55.066	158	134	"LL"	"CC"
"100017"	12	118	13	64.5665	"100017_6402335"	64.0745	151	134	"LL"	"CC"
"100018"	13	145	14	19.18475	"100018_8566911"	18.862	145	143	"LL"	"CC"
"100018"	13	26	14	30.08275	"100018_7548594"	32.1965	134	124	"LL"	"CC"
"100018"	26	145	14	19.18475	"100018_8566911"	18.862	145	143	"LL"	"CC"
"100019"	35	50	8	196.87225	"100019_4277223"	196.6825	140	139	"CC"	"LL"
"100019"	74	116	8	198.185	"100019_4021217"	199.001	141	137	"CC"	"LL"
"100019"	50	123	8	196.87225	"100019_4277223"	196.6825	140	139	"CC"	"LL"
"100019"	50	116	8	196.87225	"100019_4277223"	196.6825	140	139	"CC"	"LL"
"100019"	21	74	8	215.3625	"100019_2234928"	215.694	141	150	"CC"	"LL"
"100019"	74	91	8	198.185	"100019_4021217"	199.001	141	137	"CC"	"LL"
"100019"	8	50	8	196.87225	"100019_4277223"	196.6825	140	139	"CC"	"LL"
"100019"	91	123	8	200.587	"100019_3684730"	201.2425	143	136	"CC"	"LL"
"100019"	8	123	8	205.1755	"100019_3311427"	205.669	143	136	"CC"	"LL"
"100019"	50	139	8	210.6815	"100019_2754876"	210.6075	146	141	"CC"	"LL"
"100019"	8	35	8	196.87225	"100019_4277223"	196.6825	140	139	"CC"	"LL"
"100019"	21	91	8	217.7645	"100019_2039588"	218.3195	142	149	"CC"	"LL"
"100019"	22	139	8	236.7	"100019_489268"	239.452	137	132	"CC"	"LL"
"100019"	8	139	8	218.98475	"100019_2039588"	218.3195	140	147	"CC"	"LL"
"100019"	35	116	8	196.87225	"100019_4277223"	196.6825	140	139	"CC"	"LL"
